,TCGA_ID,C_max,C_min,C_ic,ic_enrich,max_enrich,y_enrich,y_enrich_ratio,x_enrich,x_enrich_ratio
33,TCGA_AR_A1AY_01,16.6458211,0.008489456,16.64582106,1960.764104,0.999999998,2.603776743,1,27.73140348,0.999999998
34,TCGA_AO_A128_01,8.660234001,0.007199119,8.660233998,1202.957472,1,2.856257371,1,18.77480535,1
35,TCGA_D8_A143_01,13.99034041,0.010562352,13.99034041,1324.547774,1,1.836493089,1,27.85274034,1
36,TCGA_A2_A04U_01,12.00136916,0.016797005,12.00136916,714.494592,1,1.190434634,1,26.43647574,1
37,TCGA_D8_A147_01,7.747650784,0.008011129,7.747650783,967.1109315,1,2.018811415,1,28.64175043,1
38,TCGA_EW_A1PB_01,8.283630553,0.011329774,8.283630553,731.1382108,1,1.311311023,1,37.40657399,1
39,TCGA_C8_A131_01,8.594884623,0.010537737,8.59488462,815.6290739,1,1.620458278,1,24.21455737,1
40,TCGA_BH_A0WA_01,8.384027345,0.00729968,8.384027345,1148.547278,1,1.798677221,1,39.64597576,1
41,TCGA_C8_A26X_01,3.929410742,0.005259004,3.929410742,747.1777986,1,2.140600286,1,23.44325551,1
42,TCGA_E2_A1LL_01,10.8785852,0.010237648,10.8785852,1062.605902,1,1.411860854,1,42.96706746,1
43,TCGA_E9_A1ND_01,6.815183509,0.008128005,6.815183503,838.4816879,0.999999999,2.069838812,1,22.00491105,0.999999999
44,TCGA_AR_A1AI_01,12.09875685,0.009690276,12.09875682,1248.546194,0.999999998,1.848957681,1,30.41740648,0.999999998
45,TCGA_A7_A26I_01,9.459814979,0.010280184,9.459814979,920.1989902,1,1.837056591,1,22.04563014,1
46,TCGA_BH_A1EW_01,5.733231155,0.005855092,5.733231151,979.1871412,0.999999999,3.211147908,1,13.98362079,0.999999999
47,TCGA_BH_A0RX_01,9.380848854,0.013127102,9.380848841,714.6168884,0.999999999,1.35745386,1,26.57088546,0.999999999
48,TCGA_AO_A124_01,8.75156185,0.00706066,8.75156185,1239.482157,1,1.882050304,1,44.55199093,1
49,TCGA_AR_A256_01,14.16733558,0.01040012,14.16733558,1362.228033,0.999999999,1.899330502,1,28.09321229,0.999999999
50,TCGA_D8_A13Z_01,9.242335333,0.008601418,9.242335327,1074.513018,0.999999999,1.962368623,1,26.07510543,0.999999999
51,TCGA_A2_A0CM_01,17.11087798,0.011746105,17.11087798,1456.72786,1,2.015353079,1,22.42407201,1
52,TCGA_E2_A1LH_01,7.885729811,0.011591587,7.885729811,680.2976709,1,1.28160989,1,39.86912877,1
53,TCGA_BH_A0E6_01,10.37208921,0.008998775,10.37208917,1152.611235,0.999999997,1.766784499,1,29.24781405,0.999999997
54,TCGA_AR_A1AR_01,13.11335438,0.006976547,13.11335438,1879.633906,1,3.454029225,1,21.72399407,1
55,TCGA_BH_A0B3_01,15.32768139,0.010502,15.32768139,1459.501196,1,1.968480211,1,28.48720888,1
56,TCGA_E2_A14N_01,15.99749791,0.013441176,15.9974979,1190.185915,0.999999999,1.774420797,1,17.00469468,0.999999999
57,TCGA_BH_A0BG_01,5.719380712,0.008878827,5.719380712,644.1595048,1,1.515461933,1,32.17300533,1
58,TCGA_BH_A18T_01,13.68721873,0.010292727,13.6872187,1329.795117,0.999999997,1.758995464,1,34.86495504,0.999999997
59,TCGA_AR_A1AQ_01,10.18688817,0.011566391,10.18688817,880.7317594,1,1.438175697,1,30.78724019,1
60,TCGA_AN_A0XU_01,10.31181669,0.008748752,10.31181669,1178.661423,1,1.709986588,1,39.20105765,1
61,TCGA_E2_A14R_01,14.09921414,0.006801864,14.09921414,2072.84563,1,3.163963752,1,24.23378794,1
62,TCGA_AO_A0JL_01,7.10560715,0.00932568,7.10560715,761.9398512,1,1.582709905,1,29.71495779,1
63,TCGA_A2_A04T_01,18.15991033,0.010814337,18.15991028,1679.243995,0.999999997,2.490932197,1,17.5806107,0.999999997
64,TCGA_B6_A0RU_01,13.46415342,0.010743126,13.46415342,1253.280783,1,1.903071845,1,22.4032747,1
65,TCGA_A2_A0T0_01,11.55828086,0.00938641,11.55828085,1231.384643,0.999999999,1.98683672,1,24.74070177,0.999999999
66,TCGA_BH_A0BW_01,7.300073714,0.008967534,7.300073714,814.0559003,1,1.971696737,1,21.15753141,1
67,TCGA_A2_A0YE_01,10.52221083,0.00791089,10.52221082,1330.091982,1,1.768268246,1,45.24742545,1
68,TCGA_E2_A1LS_01,1.213157755,0.005330003,1.213157694,227.6091881,0.99999995,1.636486719,1,16.79303288,0.99999995
69,TCGA_AO_A0J2_01,13.77110702,0.01049359,13.77110702,1312.335131,1,1.995179223,1,22.02753362,1
70,TCGA_E9_A22G_01,21.48092624,0.014017293,21.48092618,1532.458939,0.999999997,2.237649014,1,12.90245092,0.999999997
71,TCGA_EW_A1P1_01,1.572941111,0.00738195,1.572941109,213.079363,0.999999998,1.332320548,1,22.05895264,0.999999998
72,TCGA_A2_A1G6_01,0.453020566,0.018323458,0.453020565,24.7235307,0.999999999,1.000034602,1,24.17983812,0.999999999
73,TCGA_A7_A26G_01,7.685437321,0.00783469,7.68543732,980.94979,1,2.31473952,1,20.02381478,1
74,TCGA_B6_A0WX_01,6.102302205,0.008315399,6.1023022,733.8556336,0.999999999,1.807783806,1,24.2195096,0.999999999
75,TCGA_B6_A0IK_01,5.199941641,0.005226555,5.199941636,994.9080498,0.999999999,2.18749027,1,32.05629454,0.999999999
76,TCGA_EW_A1P4_01,13.20802602,0.012304005,13.20802602,1073.473759,1,1.440996932,1,36.35254996,1
77,TCGA_A2_A0ST_01,6.077250592,0.007768267,6.077250592,782.3173853,1,2.000776429,1,23.03648352,1
78,TCGA_E2_A1LG_01,12.91382208,0.006786085,12.91382208,1902.9855,1,3.071917707,1,25.24768541,1
79,TCGA_E2_A159_01,8.48023982,0.009164871,8.480239818,925.2983146,1,1.841957941,1,24.47847172,1
80,TCGA_AQ_A04J_01,7.970678456,0.009115793,7.970678456,874.3812408,1,1.624817208,1,31.71050016,1
81,TCGA_A7_A0DA_01,7.179386095,0.010328363,7.179386095,695.1136372,1,1.503294821,1,27.11519342,1
82,TCGA_D8_A142_01,5.304057984,0.006843618,5.30405798,775.0371553,0.999999999,1.63449515,1,34.2804026,0.999999999
83,TCGA_AN_A04D_01,15.19853784,0.017394999,15.19853784,873.7303052,1,1.265585255,1,21.48777221,1
84,TCGA_A1_A0SK_01,12.81101116,0.011131004,12.81101116,1150.930383,1,1.837761002,1,21.15842452,1
85,TCGA_D8_A1JF_01,3.061526965,0.007724759,3.061526962,396.3265489,0.999999999,1.825530708,1,17.71514272,0.999999999
86,TCGA_BH_A18G_01,6.205663519,0.010878636,6.20566351,570.4449871,0.999999998,1.344897315,1,31.93915297,0.999999998
87,TCGA_B6_A0RE_01,10.45932681,0.00938169,10.45932681,1114.865953,1,1.82434789,1,26.83956198,1
88,TCGA_C8_A26Y_01,9.082214637,0.005590688,9.082214637,1624.525523,1,2.758290156,1,32.57361098,1
89,TCGA_BH_A0AV_01,10.10367752,0.006935297,10.10367749,1456.848625,0.999999997,2.344789055,1,32.87365688,0.999999997
90,TCGA_C8_A12V_01,7.843892498,0.011988639,7.843892497,654.2771226,1,1.316403651,1,32.4984025,1
91,TCGA_EW_A1OV_01,4.437247462,0.006915928,4.437247462,641.598288,1,1.80785255,1,24.87329614,1
92,TCGA_D8_A1JL_01,9.547464146,0.00784769,9.54746414,1216.595436,0.999999999,2.42569391,1,22.39368858,0.999999999
93,TCGA_A2_A0D0_01,16.58929456,0.016979717,16.58929453,977.0065326,0.999999999,1.394524455,1,17.49499417,0.999999999
94,TCGA_B6_A0RS_01,6.417862651,0.007475691,6.417862651,858.4975352,1,2.122086437,1,20.87420742,1
95,TCGA_AN_A0G0_01,10.04574935,0.007962854,10.04574935,1261.5765,1,2.000241113,1,31.5202554,1
96,TCGA_C8_A1HJ_01,15.66640584,0.012056724,15.66640581,1299.391641,0.999999998,1.852174354,1,21.00813663,0.999999998
97,TCGA_AN_A0FX_01,6.896769489,0.008038502,6.896769489,857.967022,1,2.29408258,1,18.08442748,1
98,TCGA_B6_A0RN_01,0.78900015,0.018394542,0.78900015,42.89316563,1,1.008910926,1,33.98322376,1
99,TCGA_A8_A07R_01,14.75827357,0.012428269,14.75827357,1187.476162,1,1.551870248,1,31.46894435,1
100,TCGA_BH_A1F0_01,8.042123499,0.007849429,8.042123499,1024.548877,1,1.900600154,1,31.36425239,1
101,TCGA_BH_A0B9_01,9.735120958,0.009101513,9.735120958,1069.615709,1,1.613583263,1,37.38964322,1
102,TCGA_E2_A1LK_01,7.597129529,0.010972145,7.597129526,692.401519,1,1.326010376,1,36.32213014,1
103,TCGA_A2_A04Q_01,7.458663988,0.009572813,7.45866398,779.1507305,0.999999999,1.640453344,1,25.33960229,0.999999999
104,TCGA_EW_A1P8_01,13.3703264,0.01385624,13.3703264,964.9318141,1,1.297996885,1,39.43075156,1
105,TCGA_C8_A134_01,15.24287689,0.012325947,15.24287689,1236.649568,1,1.700558158,1,26.20614498,1
106,TCGA_E2_A14X_01,6.842514252,0.007230607,6.842514252,946.3264438,1,1.50495837,1,48.56714112,1
107,TCGA_AR_A0U0_01,8.177709336,0.007681834,8.177709336,1064.55164,1,2.153067756,1,27.59912251,1
108,TCGA_EW_A1P7_01,2.34587508,0.009827211,2.345875079,238.7121954,1,1.414554139,1,19.83328408,1
109,TCGA_A1_A0SO_01,18.27118499,0.009401047,18.27118499,1943.526508,1,2.76773763,1,22.25015774,1
110,TCGA_D8_A1XK_01,16.85868897,0.015178323,16.85868895,1110.708281,0.999999999,1.50847864,1,21.91922344,0.999999999
111,TCGA_A7_A0CE_01,10.04894022,0.008917867,10.04894022,1126.832205,1,1.84525321,1,30.35832963,1
112,TCGA_E2_A1B6_01,8.614577167,0.009169449,8.614577151,939.4869439,0.999999998,1.858476152,1,24.09413954,0.999999998
113,TCGA_E2_A1L7_01,13.15312241,0.012610809,13.1531224,1043.003835,0.999999999,1.73434858,1,17.06764007,0.999999999
114,TCGA_AN_A0AT_01,16.8197865,0.011577212,16.8197865,1452.835705,1,2.268643963,1,16.13891873,1
115,TCGA_AR_A0U4_01,10.09052001,0.006644934,10.09052001,1518.528159,1,2.464280688,1,26.00988205,1
116,TCGA_D8_A1JG_01,7.472793412,0.006149338,7.47279341,1215.219247,1,2.518237831,1,26.15330659,1
117,TCGA_A1_A0SP_01,11.02361354,0.010762175,11.02361354,1024.292361,1,1.488929795,1,34.55042407,1
118,TCGA_A8_A09X_01,7.366119195,0.005958388,7.366119195,1236.260485,1,2.385243064,1,24.9927936,1
119,TCGA_E2_A1AZ_01,13.05094699,0.005717228,13.05094697,2282.740529,0.999999998,3.765830888,1,26.01321822,0.999999998
120,TCGA_E2_A1LI_01,13.67212709,0.00843876,13.67212697,1620.158288,0.999999991,2.404707107,1,26.5279061,0.999999991
121,TCGA_BH_A0E0_01,8.901641262,0.009684876,8.901641253,919.1280745,0.999999999,1.716510809,1,25.82994702,0.999999999
122,TCGA_C8_A27B_01,12.23373533,0.012207051,12.23373533,1002.185992,1,1.681864455,1,19.83053071,1
123,base,9.864805956,0.009149244,9.864805956,1078.209978,1,1.851519516,1,26.80746263,1
